Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Roof Shape,Roof Angle,Footprint m2,Type Tags,OSM URL
Retail: Department store,England SE and Central S,London,way,945553606,BP Connect,flat,,127.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/945553606
Retail: Department store,England SE and Central S,London,way,948564500,Natural Remedy Centre,flat,,53.4,building=retail; shop=massage; healthcare=alternative,https://www.openstreetmap.org/way/948564500
Retail: Department store,England SE and Central S,London,way,948564501,Costcutter,flat,,53.6,building=retail; shop=convenience,https://www.openstreetmap.org/way/948564501
Retail: Department store,England SE and Central S,London,way,948564502,Golden Palace,flat,,60.9,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/948564502
Retail: Department store,England SE and Central S,London,way,948564503,@The Chippy,flat,,92.6,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/948564503
Retail: Department store,England SE and Central S,London,way,948564504,The Cutting Edge,flat,,71.5,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/948564504
Retail: Department store,England SE and Central S,London,way,948654695,Beadles Van Centre,flat,,174.8,building=retail; shop=van,https://www.openstreetmap.org/way/948654695
Retail: Department store,England SE and Central S,London,way,951404435,Roehampton Local,flat,,53.1,building=retail; amenity=post_office,https://www.openstreetmap.org/way/951404435
Retail: Department store,England SE and Central S,London,way,951404436,Roehampton Dry Cleaners,flat,,53.1,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/951404436
Retail: Department store,England SE and Central S,London,way,951404437,Richstone Properties,flat,,159.2,building=retail; office=estate_agent,https://www.openstreetmap.org/way/951404437
Retail: Department store,England SE and Central S,London,way,951712060,Violet Cakes,flat,,34.2,building=retail; shop=pastry,https://www.openstreetmap.org/way/951712060
Retail: Department store,England SE and Central S,London,way,955141015,Costa,flat,,204.1,building=retail; amenity=cafe,https://www.openstreetmap.org/way/955141015
Retail: Department store,England SE and Central S,London,way,961949864,,flat,,433.4,building=retail,https://www.openstreetmap.org/way/961949864
Retail: Department store,England SE and Central S,London,way,961949894,,flat,,309.4,building=retail,https://www.openstreetmap.org/way/961949894
Retail: Department store,England SE and Central S,London,way,961949896,,flat,,1959.2,building=retail,https://www.openstreetmap.org/way/961949896
Retail: Department store,England SE and Central S,London,way,963291710,Rogue,flat,,218.6,building=retail; shop=clothes,https://www.openstreetmap.org/way/963291710
Retail: Department store,England SE and Central S,London,way,963291711,The Meze,flat,,190.4,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/963291711
Retail: Department store,England SE and Central S,London,way,963371571,Powerwave Crosstrainer,flat,,108.3,building=retail; shop=yes,https://www.openstreetmap.org/way/963371571
Retail: Department store,England SE and Central S,London,way,964097912,Hursts,hipped,,180.1,building=retail; shop=convenience,https://www.openstreetmap.org/way/964097912
Retail: Department store,England SE and Central S,London,way,964097958,Sanspeed,flat,,100.6,building=retail; shop=car_repair,https://www.openstreetmap.org/way/964097958
Retail: Department store,England SE and Central S,London,way,965172517,,flat,,198.4,building=retail,https://www.openstreetmap.org/way/965172517
Retail: Department store,England SE and Central S,London,way,965172521,Ellenor,flat,,174.6,building=retail; shop=charity,https://www.openstreetmap.org/way/965172521
Retail: Department store,England SE and Central S,London,way,965172593,,flat,,503.2,building=retail,https://www.openstreetmap.org/way/965172593
Retail: Department store,England SE and Central S,London,way,965172594,Giggling Sausage,flat,,107.7,building=retail; amenity=cafe,https://www.openstreetmap.org/way/965172594
Retail: Department store,England SE and Central S,London,way,965172595,,flat,,131.7,building=retail; shop=vacant,https://www.openstreetmap.org/way/965172595
Retail: Department store,England SE and Central S,London,way,965172596,Kent Supermarket,flat,,135.3,building=retail; shop=convenience,https://www.openstreetmap.org/way/965172596
Retail: Department store,England SE and Central S,London,way,965172597,Diamond Heart Tattoo,flat,,142.4,building=retail; shop=tattoo,https://www.openstreetmap.org/way/965172597
Retail: Department store,England SE and Central S,London,way,965172598,Chinese Medicine,flat,,127.4,building=retail; healthcare=alternative,https://www.openstreetmap.org/way/965172598
Retail: Department store,England SE and Central S,London,way,965172599,Cafe’ Mojito,flat,,144.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/965172599
Retail: Department store,England SE and Central S,London,way,965172600,Francis Chappell & Sons,flat,,149.0,building=retail; shop=funeral_directors,https://www.openstreetmap.org/way/965172600
Retail: Department store,England SE and Central S,London,way,965172601,Flowers From Ltd,flat,,83.7,building=retail; shop=florist,https://www.openstreetmap.org/way/965172601
Retail: Department store,England SE and Central S,London,way,965221585,Savers,flat,,317.2,building=retail; shop=chemist,https://www.openstreetmap.org/way/965221585
Retail: Department store,England SE and Central S,London,way,965350784,,flat,,619.9,building=retail,https://www.openstreetmap.org/way/965350784
Retail: Department store,England SE and Central S,London,way,965350785,,flat,,270.7,building=retail,https://www.openstreetmap.org/way/965350785
Retail: Department store,England SE and Central S,London,way,965765949,,flat,,7579.1,building=retail,https://www.openstreetmap.org/way/965765949
Retail: Department store,England SE and Central S,London,way,965766005,Zental Dental Bexleyheath,hipped,,394.0,building=retail; amenity=dentist; healthcare=dentist,https://www.openstreetmap.org/way/965766005
Retail: Department store,England SE and Central S,London,way,966050330,Greenwich & Bexley Community Hospice,flat,,70.2,building=retail; shop=charity,https://www.openstreetmap.org/way/966050330
Retail: Department store,England SE and Central S,London,way,966050338,Fade & Blade,flat,,79.7,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/966050338
Retail: Department store,England SE and Central S,London,way,966050339,Chinchins,flat,,117.4,building=retail; amenity=cafe,https://www.openstreetmap.org/way/966050339
Retail: Department store,England SE and Central S,London,way,966050359,,flat,,419.4,building=retail,https://www.openstreetmap.org/way/966050359
Retail: Department store,England SE and Central S,London,way,966321695,Pick N Drop,hipped,,12.3,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/966321695
Retail: Department store,England SE and Central S,London,way,966321696,PC Cabin,hipped,,12.3,building=retail; shop=electronics,https://www.openstreetmap.org/way/966321696
Retail: Department store,England SE and Central S,London,way,966321766,,flat,,792.1,building=retail,https://www.openstreetmap.org/way/966321766
Retail: Department store,England SE and Central S,London,way,967407702,,flat,,1001.0,building=retail,https://www.openstreetmap.org/way/967407702
Retail: Department store,England SE and Central S,London,way,967688401,Ruislip Barbers,flat,,42.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/967688401
Retail: Department store,England SE and Central S,London,way,967688444,,flat,,246.0,building=retail,https://www.openstreetmap.org/way/967688444
Retail: Department store,England SE and Central S,London,way,967688445,Boots,flat,,278.0,building=retail; amenity=pharmacy; shop=chemist; healthcare=pharmacy,https://www.openstreetmap.org/way/967688445
Retail: Department store,England SE and Central S,London,way,967688447,Scope,flat,,143.9,building=retail; shop=charity,https://www.openstreetmap.org/way/967688447
Retail: Department store,England SE and Central S,London,way,967688450,John Sanders,flat,,653.8,building=retail; shop=department_store,https://www.openstreetmap.org/way/967688450
Retail: Department store,England SE and Central S,London,way,967688458,Hob Salons,flat,,115.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/967688458
Retail: Department store,England SE and Central S,London,way,967688459,Coral,flat,,107.1,building=retail; shop=bookmaker,https://www.openstreetmap.org/way/967688459
Retail: Department store,England SE and Central S,London,way,967688460,Holland & Barrett,flat,,138.3,building=retail; shop=health_food,https://www.openstreetmap.org/way/967688460
Retail: Department store,England SE and Central S,London,way,967688461,Red Onion,flat,,111.1,building=retail; amenity=cafe,https://www.openstreetmap.org/way/967688461
Retail: Department store,England SE and Central S,London,way,967688462,,flat,,285.7,building=retail; shop=vacant,https://www.openstreetmap.org/way/967688462
Retail: Department store,England SE and Central S,London,way,967688468,Khokho Kitchen and Bar,flat,,285.6,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/967688468
Retail: Department store,England SE and Central S,London,way,967688469,Hillingdon Age UK,flat,,187.9,building=retail; shop=charity,https://www.openstreetmap.org/way/967688469
Retail: Department store,England SE and Central S,London,way,967688470,Nationwide,flat,,115.1,building=retail; amenity=bank,https://www.openstreetmap.org/way/967688470
Retail: Department store,England SE and Central S,London,way,967688471,Oxfam,flat,,133.3,building=retail; shop=charity,https://www.openstreetmap.org/way/967688471
Retail: Department store,England SE and Central S,London,way,967688472,Jurassic Perk,flat,,222.8,building=retail; amenity=cafe,https://www.openstreetmap.org/way/967688472
Retail: Department store,England SE and Central S,London,way,967688473,,flat,,98.1,building=retail; shop=vacant,https://www.openstreetmap.org/way/967688473
Retail: Department store,England SE and Central S,London,way,967688485,Spacers,flat,,283.6,building=retail; shop=flooring,https://www.openstreetmap.org/way/967688485
Retail: Department store,England SE and Central S,London,way,967982043,Patrick Graham Jewellers,flat,,55.3,building=retail; shop=jewelry,https://www.openstreetmap.org/way/967982043
Retail: Department store,England SE and Central S,London,way,967982044,,flat,,61.5,building=retail; office=estate_agent,https://www.openstreetmap.org/way/967982044
Retail: Department store,England SE and Central S,London,way,967982045,Vape Portal,flat,,56.8,building=retail; shop=e-cigarette,https://www.openstreetmap.org/way/967982045
Retail: Department store,England SE and Central S,London,way,969248492,Tesco Express,flat,,507.2,building=retail; shop=convenience,https://www.openstreetmap.org/way/969248492
Retail: Department store,England SE and Central S,London,way,972690844,,double_saltbox,,92.1,building=retail,https://www.openstreetmap.org/way/972690844
Retail: Department store,England SE and Central S,London,way,976283552,Skin Rich,gabled,,70.1,building=retail; shop=beauty,https://www.openstreetmap.org/way/976283552
Retail: Department store,England SE and Central S,London,way,980176235,Binch,flat,,26.3,building=retail; amenity=bar,https://www.openstreetmap.org/way/980176235
Retail: Department store,England SE and Central S,London,way,980533387,Bryan Poole Botanical Etchings,flat,,19.4,building=retail,https://www.openstreetmap.org/way/980533387
Retail: Department store,England SE and Central S,London,way,980936644,,gabled,,51.2,building=retail,https://www.openstreetmap.org/way/980936644
Retail: Department store,England SE and Central S,London,way,980936645,,gabled,,54.5,building=retail,https://www.openstreetmap.org/way/980936645
Retail: Department store,England SE and Central S,London,way,985620480,,hipped,,79.6,building=retail,https://www.openstreetmap.org/way/985620480
Retail: Department store,England SE and Central S,London,way,985620485,Ginger & Garlic,gabled,,64.4,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/985620485
Retail: Department store,England SE and Central S,London,way,985620486,Tt Munch Grill House Ltd,hipped,,58.4,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/985620486
Retail: Department store,England SE and Central S,London,way,985620487,Morley'S,hipped,,58.5,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/985620487
Retail: Department store,England SE and Central S,London,way,985620488,Very Sushi,gabled,,139.9,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/985620488
Retail: Department store,England SE and Central S,London,way,985620489,,double_saltbox,,61.7,building=retail; shop=vacant,https://www.openstreetmap.org/way/985620489
Retail: Department store,England SE and Central S,London,way,985620490,,double_saltbox,,99.1,building=retail,https://www.openstreetmap.org/way/985620490
Retail: Department store,England SE and Central S,London,way,985620491,,double_saltbox,,98.9,building=retail,https://www.openstreetmap.org/way/985620491
Retail: Department store,England SE and Central S,London,way,985620492,,double_saltbox,,75.4,building=retail,https://www.openstreetmap.org/way/985620492
Retail: Department store,England SE and Central S,London,way,985620493,,double_saltbox,,75.9,building=retail,https://www.openstreetmap.org/way/985620493
Retail: Department store,England SE and Central S,London,way,987208091,Roehampton Supermarket,gabled,,73.6,building=retail; shop=convenience,https://www.openstreetmap.org/way/987208091
Retail: Department store,England SE and Central S,London,way,987208092,Chatka Franka,hipped,,77.3,building=retail; shop=deli,https://www.openstreetmap.org/way/987208092
Retail: Department store,England SE and Central S,London,way,987208093,Ricky's Hair Salon,gabled,,50.4,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/987208093
Retail: Department store,England SE and Central S,London,way,987208094,T. H. Sanders & Sons,gabled,,120.4,building=retail; shop=funeral_directors,https://www.openstreetmap.org/way/987208094
Retail: Department store,England SE and Central S,London,way,995869105,,crosspitched,,47.0,building=retail,https://www.openstreetmap.org/way/995869105
Retail: Department store,England SE and Central S,London,way,998247950,,hipped,,59.5,building=retail,https://www.openstreetmap.org/way/998247950
Retail: Department store,England SE and Central S,London,way,998247952,,hipped,,183.9,building=retail,https://www.openstreetmap.org/way/998247952
Retail: Department store,England SE and Central S,London,way,1001833335,Little Waitrose,flat,,306.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/1001833335
Retail: Department store,England SE and Central S,London,way,1014598732,World Famous Gordos,flat,,13.5,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/1014598732
Retail: Department store,England SE and Central S,London,way,1014600356,Wingnut Wines,flat,,9.4,building=retail; shop=wine,https://www.openstreetmap.org/way/1014600356
Retail: Department store,England SE and Central S,London,way,1017830044,,flat,,160.1,building=retail,https://www.openstreetmap.org/way/1017830044
Retail: Department store,England SE and Central S,London,way,1022733521,,flat,,42.1,building=retail,https://www.openstreetmap.org/way/1022733521
Retail: Department store,England SE and Central S,London,way,1022733522,,flat,,107.0,building=retail,https://www.openstreetmap.org/way/1022733522
Retail: Department store,England SE and Central S,London,way,1022733523,,flat,,101.1,building=retail,https://www.openstreetmap.org/way/1022733523
Retail: Department store,England SE and Central S,London,way,1022733524,,flat,,111.5,building=retail,https://www.openstreetmap.org/way/1022733524
Retail: Department store,England SE and Central S,London,way,1030178409,Subway,flat,,133.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/1030178409
Retail: Department store,England SE and Central S,London,way,1052615950,Shop'N Drive,flat,,68.9,building=retail; shop=convenience,https://www.openstreetmap.org/way/1052615950
Retail: Department store,England SE and Central S,London,way,1056918090,Ariele Restaurant,gabled,,97.2,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/1056918090
Retail: Department store,England SE and Central S,London,way,1058109915,Northfleet Premier Mart,flat,,65.3,building=retail; shop=convenience,https://www.openstreetmap.org/way/1058109915
Retail: Department store,England SE and Central S,London,way,1058903494,,hipped,,50.1,building=retail,https://www.openstreetmap.org/way/1058903494
Retail: Department store,England SE and Central S,London,way,1059420282,Kew Convenience Store,hipped,,81.9,building=retail; shop=convenience,https://www.openstreetmap.org/way/1059420282
Retail: Department store,England SE and Central S,London,way,1059420283,Noodles Kew,gabled,,80.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/1059420283
Retail: Department store,England SE and Central S,London,way,1059420284,Lime Dry Cleaners,gabled,,78.1,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/1059420284
Retail: Department store,England SE and Central S,London,way,1059420285,Kew Library,gabled,,73.3,building=retail; amenity=library,https://www.openstreetmap.org/way/1059420285
Retail: Department store,England SE and Central S,London,way,1065753119,Shop,flat,,56.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/1065753119
Retail: Department store,England SE and Central S,London,way,1067220640,Remi Gentlemen's Lounge,flat,,38.2,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/1067220640
Retail: Department store,England SE and Central S,London,way,1067220648,Alliance United,flat,,25.6,building=retail; shop=estate_agent,https://www.openstreetmap.org/way/1067220648
Retail: Department store,England SE and Central S,London,way,1067220649,KJM Salon,flat,,25.6,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/1067220649
Retail: Department store,England SE and Central S,London,way,1072455163,,flat,,53.4,building=retail,https://www.openstreetmap.org/way/1072455163
Retail: Department store,England SE and Central S,London,way,1078885483,Only The Brave,flat,,3.8,building=retail; amenity=cafe,https://www.openstreetmap.org/way/1078885483
Retail: Department store,England SE and Central S,London,way,1116264147,,flat,,266.5,building=retail,https://www.openstreetmap.org/way/1116264147
Retail: Department store,England SE and Central S,London,way,1117244417,Thai Elephant,gabled,,162.7,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/1117244417
Retail: Department store,England SE and Central S,London,way,1123312812,Faith In Natures Juice's,flat,,38.2,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/1123312812
Retail: Department store,England SE and Central S,London,way,1128027491,,flat,,13.2,building=retail,https://www.openstreetmap.org/way/1128027491
Retail: Department store,England SE and Central S,London,way,1132210705,,hipped,,186.4,building=retail,https://www.openstreetmap.org/way/1132210705
Retail: Department store,England SE and Central S,London,way,1158066959,,gabled,,2026.6,building=retail,https://www.openstreetmap.org/way/1158066959
Retail: Department store,England SE and Central S,London,way,1178331044,,flat,,58.2,building=retail; shop=vacant,https://www.openstreetmap.org/way/1178331044
Retail: Department store,England SE and Central S,London,way,1178558700,,flat,,39.0,building=retail,https://www.openstreetmap.org/way/1178558700
Retail: Department store,England SE and Central S,London,way,1178558701,Goddard Veterinary Group,flat,,78.0,building=retail; amenity=veterinary,https://www.openstreetmap.org/way/1178558701
Retail: Department store,England SE and Central S,London,way,1178558702,Revitalise,flat,,39.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/1178558702
Retail: Department store,England SE and Central S,London,way,1178558703,Pharmacare,flat,,78.0,building=retail; amenity=pharmacy,https://www.openstreetmap.org/way/1178558703
Retail: Department store,England SE and Central S,London,way,1187370892,,flat,,58.4,building=retail,https://www.openstreetmap.org/way/1187370892
Retail: Department store,England SE and Central S,London,way,1189873526,,hipped,,90.1,building=retail,https://www.openstreetmap.org/way/1189873526
Retail: Department store,England SE and Central S,London,way,1202814466,Nisa Local,flat,,75.9,building=retail; shop=convenience,https://www.openstreetmap.org/way/1202814466
Retail: Department store,England SE and Central S,London,way,1204501797,,half-hipped,,85.9,building=retail,https://www.openstreetmap.org/way/1204501797
Retail: Department store,England SE and Central S,London,way,1208115927,Signature Brew Taproom,flat,,69.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/1208115927
Retail: Department store,England SE and Central S,London,way,1215440711,,hipped,,272.0,building=retail,https://www.openstreetmap.org/way/1215440711
Retail: Department store,England SE and Central S,London,way,1244858172,,flat,,490.9,building=retail,https://www.openstreetmap.org/way/1244858172
Retail: Department store,England SE and Central S,London,way,1246858887,,flat,,77.5,building=retail,https://www.openstreetmap.org/way/1246858887
Retail: Department store,England SE and Central S,London,way,1259082096,,hipped,,321.9,building=retail,https://www.openstreetmap.org/way/1259082096
Retail: Department store,England SE and Central S,London,way,1308825582,D-Max Salons,flat,,18.6,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/1308825582
Retail: Department store,England SE and Central S,London,way,1311300816,,flat,,16.2,building=retail,https://www.openstreetmap.org/way/1311300816
Retail: Department store,England SE and Central S,London,way,1312259013,Supersave,flat,,77.3,building=retail; shop=convenience,https://www.openstreetmap.org/way/1312259013
Retail: Department store,England SE and Central S,London,way,1318435024,,flat,,48.4,building=retail,https://www.openstreetmap.org/way/1318435024
Retail: Department store,England SE and Central S,London,way,1414836996,Kahaila,flat,,26.8,building=retail; amenity=cafe,https://www.openstreetmap.org/way/1414836996
Retail: Department store,England SE and Central S,London,way,1467071649,,flat,,42.7,building=retail,https://www.openstreetmap.org/way/1467071649
Retail: Department store,England SE and Central S,London,relation,11367803,,flat,,41.9,building=retail; amenity=fast_food,https://www.openstreetmap.org/relation/11367803
Retail: Department store,England SE and Central S,London,relation,14208162,Gulf Ickenham Service Station,flat,,159.7,building=retail; amenity=fuel,https://www.openstreetmap.org/relation/14208162
Retail: Department store,England SE and Central S,London,relation,17367661,,hipped,,302.2,building=retail,https://www.openstreetmap.org/relation/17367661
Retail: Department store,England SE and Central S,London,relation,17745415,Ilford Tesco Superstore Barkingside,skillion,,0.0,building=retail,https://www.openstreetmap.org/relation/17745415
Retail: Department store,England SW and S Wales,Exeter,way,40135736,Wickes,gabled,,3201.0,building=retail; shop=doityourself,https://www.openstreetmap.org/way/40135736
Retail: Department store,England SW and S Wales,Exeter,way,50128000,Browns,hipped,,1085.8,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/50128000
Retail: Department store,England SW and S Wales,Exeter,way,88511465,Bike Shed,gabled,,968.6,building=retail; shop=bicycle,https://www.openstreetmap.org/way/88511465
Retail: Department store,England SW and S Wales,Exeter,way,177199546,Princesshay,flat,,4034.8,building=retail; shop=mall,https://www.openstreetmap.org/way/177199546
Retail: Department store,England SW and S Wales,Exeter,way,446733865,,gabled,,348.1,building=retail,https://www.openstreetmap.org/way/446733865
Retail: Department store,England SW and S Wales,Exeter,way,448374653,,gabled,,182.8,building=retail,https://www.openstreetmap.org/way/448374653
Retail: Department store,England SW and S Wales,Exeter,way,481804187,,gabled,,111.7,building=retail,https://www.openstreetmap.org/way/481804187
Retail: Department store,England SW and S Wales,Exeter,way,481804196,,gabled,,95.8,building=retail,https://www.openstreetmap.org/way/481804196
Retail: Department store,England SW and S Wales,Exeter,way,482015254,,hipped,,72.3,building=retail,https://www.openstreetmap.org/way/482015254
Retail: Department store,England SW and S Wales,Exeter,way,482015256,,gabled,,101.0,building=retail,https://www.openstreetmap.org/way/482015256
Retail: Department store,England SW and S Wales,Exeter,way,497411865,Heart Pet Supplies,gabled,,380.4,building=retail; shop=pet,https://www.openstreetmap.org/way/497411865
Retail: Department store,England SW and S Wales,Exeter,way,522826416,Pets at Home,hipped,,902.6,building=retail; shop=pet,https://www.openstreetmap.org/way/522826416
Retail: Department store,England SW and S Wales,Exeter,way,522826417,Currys,hipped,,1987.8,building=retail; shop=electronics,https://www.openstreetmap.org/way/522826417
Retail: Department store,England SW and S Wales,Exeter,way,535781940,,gabled,,98.2,building=retail,https://www.openstreetmap.org/way/535781940
Retail: Department store,England SW and S Wales,Exeter,way,627183388,,gabled,,138.2,building=retail,https://www.openstreetmap.org/way/627183388
Retail: Department store,England SW and S Wales,Exeter,way,1102252517,,gabled,,65.2,building=retail,https://www.openstreetmap.org/way/1102252517
Retail: Department store,England SW and S Wales,Exeter,way,1119200353,,gabled,,364.1,building=retail,https://www.openstreetmap.org/way/1119200353
Retail: Department store,England SW and S Wales,Exeter,way,1119200354,,gabled,,394.5,building=retail,https://www.openstreetmap.org/way/1119200354
Retail: Department store,Midlands,Birmingham,way,80719142,Shops,hipped,,485.6,building=retail,https://www.openstreetmap.org/way/80719142
Retail: Department store,Midlands,Birmingham,way,80789887,ALDI,flat,,1478.7,building=retail; shop=supermarket,https://www.openstreetmap.org/way/80789887
Retail: Department store,Midlands,Birmingham,way,80875114,Scott Arms Shopping Centre,flat,,2233.6,building=retail,https://www.openstreetmap.org/way/80875114
Retail: Department store,Midlands,Birmingham,way,82106187,Tesco,flat,,7614.6,building=retail; shop=supermarket,https://www.openstreetmap.org/way/82106187
Retail: Department store,Midlands,Birmingham,way,89886721,,gabled,,466.0,building=retail,https://www.openstreetmap.org/way/89886721
Retail: Department store,Midlands,Birmingham,way,215379184,Volkswagen,flat,,1390.0,building=retail,https://www.openstreetmap.org/way/215379184
Retail: Department store,Midlands,Birmingham,way,289308252,Park St Tattoo,gabled,,69.5,building=retail,https://www.openstreetmap.org/way/289308252
Retail: Department store,Midlands,Birmingham,way,350334637,Gulf Store,flat,,57.2,building=retail,https://www.openstreetmap.org/way/350334637
Retail: Department store,Midlands,Birmingham,way,399133869,Timpson,flat,,52.8,building=retail,https://www.openstreetmap.org/way/399133869
Retail: Department store,Midlands,Birmingham,way,552205920,Tesco Express,quadruple_saltbox,,333.3,building=retail; shop=convenience,https://www.openstreetmap.org/way/552205920
Retail: Department store,Scotland E,Edinburgh,way,4943901,Ocean Terminal,many,,15165.7,building=retail; shop=mall,https://www.openstreetmap.org/way/4943901
Retail: Department store,Scotland E,Edinburgh,way,28522812,,hipped,,87.1,building=retail,https://www.openstreetmap.org/way/28522812
Retail: Department store,Scotland E,Edinburgh,way,30242915,Scotmid,flat,,826.7,building=retail; shop=supermarket,https://www.openstreetmap.org/way/30242915
Retail: Department store,Scotland E,Edinburgh,way,31139201,,gabled,,146.8,building=retail,https://www.openstreetmap.org/way/31139201
Retail: Department store,Scotland E,Edinburgh,way,41299980,,gabled,,157.3,building=retail,https://www.openstreetmap.org/way/41299980
Retail: Department store,Scotland E,Edinburgh,way,41523882,Sainsbury's,flat,,10404.7,building=retail; shop=supermarket,https://www.openstreetmap.org/way/41523882
Retail: Department store,Scotland E,Edinburgh,way,41524129,,flat,,2916.1,building=retail,https://www.openstreetmap.org/way/41524129
Retail: Department store,Scotland E,Edinburgh,way,49493187,,flat,,6774.2,building=retail,https://www.openstreetmap.org/way/49493187
Retail: Department store,Scotland E,Edinburgh,way,53657745,,double_saltbox,,119.1,building=retail,https://www.openstreetmap.org/way/53657745
Retail: Department store,Scotland E,Edinburgh,way,57709509,East Gate Lodge,gabled,,119.1,building=retail,https://www.openstreetmap.org/way/57709509
Retail: Department store,Scotland E,Edinburgh,way,58967144,,hipped,,29.7,building=retail,https://www.openstreetmap.org/way/58967144
Retail: Department store,Scotland E,Edinburgh,way,58967145,,hipped,,33.7,building=retail,https://www.openstreetmap.org/way/58967145
Retail: Department store,Scotland E,Edinburgh,way,72719434,,flat,,52.4,building=retail,https://www.openstreetmap.org/way/72719434
Retail: Department store,Scotland E,Edinburgh,way,85707460,,flat,,3368.0,building=retail,https://www.openstreetmap.org/way/85707460
Retail: Department store,Scotland E,Edinburgh,way,88680744,,skillion,,39.4,building=retail,https://www.openstreetmap.org/way/88680744
Retail: Department store,Scotland E,Edinburgh,way,99100551,Scotmid,flat,,983.4,building=retail; shop=supermarket,https://www.openstreetmap.org/way/99100551
Retail: Department store,Scotland E,Edinburgh,way,127648685,,flat,,307.2,building=retail,https://www.openstreetmap.org/way/127648685
Retail: Department store,Scotland E,Edinburgh,way,127648686,,flat,,622.7,building=retail,https://www.openstreetmap.org/way/127648686
Retail: Department store,Scotland E,Edinburgh,way,167843405,,half-hipped,,249.8,building=retail,https://www.openstreetmap.org/way/167843405
Retail: Department store,Scotland E,Edinburgh,way,175403321,,flat,,18.3,building=retail,https://www.openstreetmap.org/way/175403321
Retail: Department store,Scotland E,Edinburgh,way,175403328,,flat,,16.9,building=retail,https://www.openstreetmap.org/way/175403328
Retail: Department store,Scotland E,Edinburgh,way,179145331,,flat,,553.1,building=retail,https://www.openstreetmap.org/way/179145331
Retail: Department store,Scotland E,Edinburgh,way,224226712,,flat,,1082.9,building=retail,https://www.openstreetmap.org/way/224226712
Retail: Department store,Scotland E,Edinburgh,way,224226714,,flat,,1571.0,building=retail,https://www.openstreetmap.org/way/224226714
Retail: Department store,Scotland E,Edinburgh,way,224226715,,flat,,1028.1,building=retail,https://www.openstreetmap.org/way/224226715
Retail: Department store,Scotland E,Edinburgh,way,226835523,,flat,,364.5,building=retail,https://www.openstreetmap.org/way/226835523
Retail: Department store,Scotland E,Edinburgh,way,226835524,,flat,,977.6,building=retail,https://www.openstreetmap.org/way/226835524
Retail: Department store,Scotland E,Edinburgh,way,226835525,,flat,,1158.9,building=retail,https://www.openstreetmap.org/way/226835525
Retail: Department store,Scotland E,Edinburgh,way,230633614,Black & Lizars,gabled,,69.4,building=retail; shop=optician,https://www.openstreetmap.org/way/230633614
Retail: Department store,Scotland E,Edinburgh,way,239207153,,hipped,,332.8,building=retail,https://www.openstreetmap.org/way/239207153
Retail: Department store,Scotland E,Edinburgh,way,282568744,Tesco Express,gabled,,594.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/282568744
Retail: Department store,Scotland E,Edinburgh,way,286472844,,flat,,17.5,building=retail,https://www.openstreetmap.org/way/286472844
Retail: Department store,Scotland E,Edinburgh,way,286472845,,flat,,49.7,building=retail,https://www.openstreetmap.org/way/286472845
Retail: Department store,Scotland E,Edinburgh,way,286472852,,gabled,,114.0,building=retail,https://www.openstreetmap.org/way/286472852
Retail: Department store,Scotland E,Edinburgh,way,287612673,,gabled,,709.1,building=retail,https://www.openstreetmap.org/way/287612673
Retail: Department store,Scotland E,Edinburgh,way,298862661,,gabled,,92.5,building=retail,https://www.openstreetmap.org/way/298862661
Retail: Department store,Scotland E,Edinburgh,way,302576848,,flat,,156.1,building=retail,https://www.openstreetmap.org/way/302576848
