Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Storeys,Type Tags,OSM URL
Retail: Department store,England SE and Central S,London,way,465269840,Woody Grill,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/465269840
Retail: Department store,England SE and Central S,London,way,465488139,M&S Simply Food,3.0,building=retail; shop=supermarket,https://www.openstreetmap.org/way/465488139
Retail: Department store,England SE and Central S,London,way,465725833,Archstone Solicitors,3.0,building=retail; office=lawyer,https://www.openstreetmap.org/way/465725833
Retail: Department store,England SE and Central S,London,way,465725834,,3.0,building=retail,https://www.openstreetmap.org/way/465725834
Retail: Department store,England SE and Central S,London,way,465725835,,3.0,building=retail,https://www.openstreetmap.org/way/465725835
Retail: Department store,England SE and Central S,London,way,465725836,,3.0,building=retail,https://www.openstreetmap.org/way/465725836
Retail: Department store,England SE and Central S,London,way,465725837,,3.0,building=retail,https://www.openstreetmap.org/way/465725837
Retail: Department store,England SE and Central S,London,way,466647109,The Shacklewell Arms,3.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/466647109
Retail: Department store,England SE and Central S,London,way,475176758,The Grocery Post,3.0,building=retail; shop=supermarket,https://www.openstreetmap.org/way/475176758
Retail: Department store,England SE and Central S,London,way,475721718,King's Arms,3.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/475721718
Retail: Department store,England SE and Central S,London,way,477053956,Fatt Pundit,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/477053956
Retail: Department store,England SE and Central S,London,way,477053977,Fadiga,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/477053977
Retail: Department store,England SE and Central S,London,way,477598135,Mix Max,3.0,building=retail; shop=clothes,https://www.openstreetmap.org/way/477598135
Retail: Department store,England SE and Central S,London,way,491695960,Islington Sports Bar & Grill,3.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/491695960
Retail: Department store,England SE and Central S,London,way,491802247,,3.0,building=retail,https://www.openstreetmap.org/way/491802247
Retail: Department store,England SE and Central S,London,way,491802248,Keatons,3.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/491802248
Retail: Department store,England SE and Central S,London,way,491802249,,3.0,building=retail,https://www.openstreetmap.org/way/491802249
Retail: Department store,England SE and Central S,London,way,497785765,GAIL's,3.0,building=retail; shop=bakery,https://www.openstreetmap.org/way/497785765
Retail: Department store,England SE and Central S,London,way,503225500,,3.0,building=retail,https://www.openstreetmap.org/way/503225500
Retail: Department store,England SE and Central S,London,way,503225504,Camino,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/503225504
Retail: Department store,England SE and Central S,London,way,504637126,,3.0,building=retail,https://www.openstreetmap.org/way/504637126
Retail: Department store,England SE and Central S,London,way,504637129,,3.0,building=retail,https://www.openstreetmap.org/way/504637129
Retail: Department store,England SE and Central S,London,way,504637131,,3.0,building=retail,https://www.openstreetmap.org/way/504637131
Retail: Department store,England SE and Central S,London,way,504637156,,3.0,building=retail,https://www.openstreetmap.org/way/504637156
Retail: Department store,England SE and Central S,London,way,504637163,,3.0,building=retail,https://www.openstreetmap.org/way/504637163
Retail: Department store,England SE and Central S,London,way,506580475,Kenssy Chicken,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/506580475
Retail: Department store,England SE and Central S,London,way,506580479,Grill Chill,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/506580479
Retail: Department store,England SE and Central S,London,way,506580526,HKR Aesthetics,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/506580526
Retail: Department store,England SE and Central S,London,way,506580527,Woodside Pharmacy,3.0,building=retail; amenity=pharmacy,https://www.openstreetmap.org/way/506580527
Retail: Department store,England SE and Central S,London,way,507095494,The General Engineers Supply Co (1937) Ltd,3.0,building=retail,https://www.openstreetmap.org/way/507095494
Retail: Department store,England SE and Central S,London,way,507095502,Vapempire,3.0,building=retail; shop=e-cigarette,https://www.openstreetmap.org/way/507095502
Retail: Department store,England SE and Central S,London,way,507095503,Harlands,3.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/507095503
Retail: Department store,England SE and Central S,London,way,507095504,LHCC Group,3.0,building=retail; office=company,https://www.openstreetmap.org/way/507095504
Retail: Department store,England SE and Central S,London,way,507095505,Costa's,3.0,building=retail; shop=clothes,https://www.openstreetmap.org/way/507095505
Retail: Department store,England SE and Central S,London,way,507095506,Leyton Natural Health,3.0,building=retail; shop=massage,https://www.openstreetmap.org/way/507095506
Retail: Department store,England SE and Central S,London,way,507095507,Glamour Hairdresser & Tanning Salon,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/507095507
Retail: Department store,England SE and Central S,London,way,507095508,,3.0,building=retail; shop=tattoo,https://www.openstreetmap.org/way/507095508
Retail: Department store,England SE and Central S,London,way,507095509,Z&H Barbers,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/507095509
Retail: Department store,England SE and Central S,London,way,507095510,Nizami Dawat,3.0,building=retail,https://www.openstreetmap.org/way/507095510
Retail: Department store,England SE and Central S,London,way,507095511,Citylink Traval,3.0,building=retail; shop=travel_agency,https://www.openstreetmap.org/way/507095511
Retail: Department store,England SE and Central S,London,way,507095513,Exceline Pan African Cuisine,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/507095513
Retail: Department store,England SE and Central S,London,way,507095514,The Beauty Lounge E11,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/507095514
Retail: Department store,England SE and Central S,London,way,507095515,We Just Recycle,3.0,building=retail; amenity=recycling; shop=yes,https://www.openstreetmap.org/way/507095515
Retail: Department store,England SE and Central S,London,way,507095516,Astute Accountants & Tax Consultants,3.0,building=retail; office=accountant,https://www.openstreetmap.org/way/507095516
Retail: Department store,England SE and Central S,London,way,507095517,Tesco Express,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/507095517
Retail: Department store,England SE and Central S,London,way,507095518,Amber,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/507095518
Retail: Department store,England SE and Central S,London,way,507095520,Pepe's Piri Piri,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/507095520
Retail: Department store,England SE and Central S,London,way,507095521,Connect Nursing Agency,3.0,building=retail; office=employment_agency,https://www.openstreetmap.org/way/507095521
Retail: Department store,England SE and Central S,London,way,507095522,Tazgi,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/507095522
Retail: Department store,England SE and Central S,London,way,507095523,UK Legal Way Ltd,3.0,building=retail; amenity=pharmacy; office=lawyer; healthcare=pharmacy,https://www.openstreetmap.org/way/507095523
Retail: Department store,England SE and Central S,London,way,507095525,Beautique,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/507095525
Retail: Department store,England SE and Central S,London,way,507095526,Net-Time Internet,3.0,building=retail; amenity=internet_cafe,https://www.openstreetmap.org/way/507095526
Retail: Department store,England SE and Central S,London,way,508020416,NV Design Studio,3.0,building=retail; shop=kitchen,https://www.openstreetmap.org/way/508020416
Retail: Department store,England SE and Central S,London,way,509105866,Tanya Hair and Beauty,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/509105866
Retail: Department store,England SE and Central S,London,way,509105867,International Food Centre,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/509105867
Retail: Department store,England SE and Central S,London,way,509105868,Nisa Local,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/509105868
Retail: Department store,England SE and Central S,London,way,509105893,Red Camel,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/509105893
Retail: Department store,England SE and Central S,London,way,509105894,Milano Pizza,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/509105894
Retail: Department store,England SE and Central S,London,way,509105896,Prime Domestic Appliances,3.0,building=retail; shop=electrical,https://www.openstreetmap.org/way/509105896
Retail: Department store,England SE and Central S,London,way,509105897,Ideal Bathrooms.Interiors,3.0,building=retail; shop=bathroom_furnishing,https://www.openstreetmap.org/way/509105897
Retail: Department store,England SE and Central S,London,way,509105901,3011 Barbershop,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/509105901
Retail: Department store,England SE and Central S,London,way,509105902,Latino Base Cafe & Restaurant,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/509105902
Retail: Department store,England SE and Central S,London,way,509105907,Smart Talk Uk Ltd,3.0,building=retail; shop=mobile_phone,https://www.openstreetmap.org/way/509105907
Retail: Department store,England SE and Central S,London,way,509105908,Flavaz Grill & Kitchen,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/509105908
Retail: Department store,England SE and Central S,London,way,509508895,Harkia Chartered Accountants,3.0,building=retail; office=accountant,https://www.openstreetmap.org/way/509508895
Retail: Department store,England SE and Central S,London,way,509508903,C. Selby & Son,3.0,building=retail; shop=funeral_directors,https://www.openstreetmap.org/way/509508903
Retail: Department store,England SE and Central S,London,way,509649576,J'Adore,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/509649576
Retail: Department store,England SE and Central S,London,way,509649577,April,3.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/509649577
Retail: Department store,England SE and Central S,London,way,509649596,Ocean Dry Cleaners,3.0,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/509649596
Retail: Department store,England SE and Central S,London,way,509649638,777,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/509649638
Retail: Department store,England SE and Central S,London,way,509649640,Yard Sale Pizza,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/509649640
Retail: Department store,England SE and Central S,London,way,509649642,Paddy Power,3.0,building=retail; shop=bookmaker,https://www.openstreetmap.org/way/509649642
Retail: Department store,England SE and Central S,London,way,509649644,International Supermarket,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/509649644
Retail: Department store,England SE and Central S,London,way,509678899,,3.0,building=retail,https://www.openstreetmap.org/way/509678899
Retail: Department store,England SE and Central S,London,way,509678900,Vela Vietnamese,3.0,building=retail,https://www.openstreetmap.org/way/509678900
Retail: Department store,England SE and Central S,London,way,509678901,Artistry Loyal,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/509678901
Retail: Department store,England SE and Central S,London,way,509684715,,3.0,building=retail,https://www.openstreetmap.org/way/509684715
Retail: Department store,England SE and Central S,London,way,509684716,Mum Likes Thai Food,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/509684716
Retail: Department store,England SE and Central S,London,way,509684718,,3.0,building=retail,https://www.openstreetmap.org/way/509684718
Retail: Department store,England SE and Central S,London,way,509684722,,3.0,building=retail,https://www.openstreetmap.org/way/509684722
Retail: Department store,England SE and Central S,London,way,509684723,,3.0,building=retail,https://www.openstreetmap.org/way/509684723
Retail: Department store,England SE and Central S,London,way,510025853,,3.0,building=retail,https://www.openstreetmap.org/way/510025853
Retail: Department store,England SE and Central S,London,way,510025856,Bairstow Eves,3.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/510025856
Retail: Department store,England SE and Central S,London,way,510025857,The Rabbit London,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/510025857
Retail: Department store,England SE and Central S,London,way,510025860,Hot and Cold,3.0,building=retail; shop=vacant,https://www.openstreetmap.org/way/510025860
Retail: Department store,England SE and Central S,London,way,510025881,Dana's Salon,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/510025881
Retail: Department store,England SE and Central S,London,way,511169015,Shear Design,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/511169015
Retail: Department store,England SE and Central S,London,way,511169017,Altered Images,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/511169017
Retail: Department store,England SE and Central S,London,way,511169019,Hair Culture,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/511169019
Retail: Department store,England SE and Central S,London,way,511169020,Tex Bites,3.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/511169020
Retail: Department store,England SE and Central S,London,way,511169028,La Mariana,3.0,building=retail; shop=deli,https://www.openstreetmap.org/way/511169028
Retail: Department store,England SE and Central S,London,way,511169032,,3.0,building=retail,https://www.openstreetmap.org/way/511169032
Retail: Department store,England SE and Central S,London,way,511261630,Quick Pick Supermarket,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/511261630
Retail: Department store,England SE and Central S,London,way,511261641,Garden of Desserts,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/511261641
Retail: Department store,England SE and Central S,London,way,511261652,The Estate Agency Co,3.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/511261652
Retail: Department store,England SE and Central S,London,way,511261653,Fashion Bargain,3.0,building=retail; shop=clothes,https://www.openstreetmap.org/way/511261653
Retail: Department store,England SE and Central S,London,way,511261654,Linq Computer House,3.0,building=retail; shop=computer,https://www.openstreetmap.org/way/511261654
Retail: Department store,England SE and Central S,London,way,511261656,Kiddie Kingdom,3.0,building=retail; shop=toys,https://www.openstreetmap.org/way/511261656
Retail: Department store,England SE and Central S,London,way,511261657,,3.0,building=retail,https://www.openstreetmap.org/way/511261657
Retail: Department store,England SE and Central S,London,way,511497491,,3.0,building=retail,https://www.openstreetmap.org/way/511497491
Retail: Department store,England SE and Central S,London,way,512168198,,3.0,building=retail,https://www.openstreetmap.org/way/512168198
Retail: Department store,England SE and Central S,London,way,512168199,Remar UK,3.0,building=retail; shop=charity,https://www.openstreetmap.org/way/512168199
Retail: Department store,England SE and Central S,London,way,512346650,The Fellow,3.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/512346650
Retail: Department store,England SE and Central S,London,way,512694574,Baba's Village,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/512694574
Retail: Department store,England SE and Central S,London,way,512694575,Gafoor Butchers,3.0,building=retail; shop=butcher,https://www.openstreetmap.org/way/512694575
Retail: Department store,England SE and Central S,London,way,512694576,Panda,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/512694576
Retail: Department store,England SE and Central S,London,way,512694577,IG Accounting and Finance,3.0,building=retail; office=accountant,https://www.openstreetmap.org/way/512694577
Retail: Department store,England SE and Central S,London,way,512694578,Kenya Halal Butchers,3.0,building=retail; shop=butcher,https://www.openstreetmap.org/way/512694578
Retail: Department store,England SE and Central S,London,way,512694593,Ghaz's Skin Care & Hair,3.0,building=retail; shop=beauty,https://www.openstreetmap.org/way/512694593
Retail: Department store,England SE and Central S,London,way,512694594,,3.0,building=retail,https://www.openstreetmap.org/way/512694594
Retail: Department store,England SE and Central S,London,way,512985624,Discount DIY,3.0,building=retail; shop=doityourself,https://www.openstreetmap.org/way/512985624
Retail: Department store,England SE and Central S,London,way,512985625,Gent's Barber Shop,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/512985625
Retail: Department store,England SE and Central S,London,way,512985626,,3.0,building=retail,https://www.openstreetmap.org/way/512985626
Retail: Department store,England SE and Central S,London,way,512985627,Tech Repairz,3.0,building=retail; shop=repair,https://www.openstreetmap.org/way/512985627
Retail: Department store,England SE and Central S,London,way,512985630,Paradise Coffee,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/512985630
Retail: Department store,England SE and Central S,London,way,512985631,Primrose Florist,3.0,building=retail; shop=florist,https://www.openstreetmap.org/way/512985631
Retail: Department store,England SE and Central S,London,way,512985633,Studio Eleven,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/512985633
Retail: Department store,England SE and Central S,London,way,512985634,Kamile,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/512985634
Retail: Department store,England SE and Central S,London,way,512985635,Leytonstone Local,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/512985635
Retail: Department store,England SE and Central S,London,way,512985636,Z'ss Furniture House,3.0,building=retail; shop=furniture,https://www.openstreetmap.org/way/512985636
Retail: Department store,England SE and Central S,London,way,512985637,,3.0,building=retail,https://www.openstreetmap.org/way/512985637
Retail: Department store,England SE and Central S,London,way,513305721,Zaraza,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/513305721
Retail: Department store,England SE and Central S,London,way,513305722,,3.0,building=retail,https://www.openstreetmap.org/way/513305722
Retail: Department store,England SE and Central S,London,way,513305724,M Clinique,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/513305724
Retail: Department store,England SE and Central S,London,way,513305725,DC Interiors,3.0,building=retail; shop=carpet,https://www.openstreetmap.org/way/513305725
Retail: Department store,England SE and Central S,London,way,523938927,,3.0,building=retail,https://www.openstreetmap.org/way/523938927
Retail: Department store,England SE and Central S,London,way,525885399,,3.0,building=retail,https://www.openstreetmap.org/way/525885399
Retail: Department store,England SE and Central S,London,way,525885402,,3.0,building=retail,https://www.openstreetmap.org/way/525885402
Retail: Department store,England SE and Central S,London,way,525885404,,3.0,building=retail,https://www.openstreetmap.org/way/525885404
Retail: Department store,England SE and Central S,London,way,525888020,,3.0,building=retail,https://www.openstreetmap.org/way/525888020
Retail: Department store,England SE and Central S,London,way,529652435,,3.0,building=retail,https://www.openstreetmap.org/way/529652435
Retail: Department store,England SE and Central S,London,way,529652436,,3.0,building=retail,https://www.openstreetmap.org/way/529652436
Retail: Department store,England SE and Central S,London,way,529653711,,3.0,building=retail,https://www.openstreetmap.org/way/529653711
Retail: Department store,England SE and Central S,London,way,529653712,,3.0,building=retail,https://www.openstreetmap.org/way/529653712
Retail: Department store,England SE and Central S,London,way,529653713,,3.0,building=retail,https://www.openstreetmap.org/way/529653713
Retail: Department store,England SE and Central S,London,way,529653715,,3.0,building=retail,https://www.openstreetmap.org/way/529653715
Retail: Department store,England SE and Central S,London,way,530700190,,3.0,building=retail,https://www.openstreetmap.org/way/530700190
Retail: Department store,England SE and Central S,London,way,530700193,The Fine Cheese Co,3.0,building=retail; shop=cheese,https://www.openstreetmap.org/way/530700193
Retail: Department store,England SE and Central S,London,way,530700196,,3.0,building=retail,https://www.openstreetmap.org/way/530700196
Retail: Department store,England SE and Central S,London,way,530700200,Mayhew Newsagents,3.0,building=retail; shop=newsagent,https://www.openstreetmap.org/way/530700200
Retail: Department store,England SE and Central S,London,way,530700204,Stewart Parvin,3.0,building=retail; shop=clothes,https://www.openstreetmap.org/way/530700204
Retail: Department store,England SE and Central S,London,way,530700206,Кулинария,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/530700206
Retail: Department store,England SE and Central S,London,way,530700208,,3.0,building=retail,https://www.openstreetmap.org/way/530700208
Retail: Department store,England SE and Central S,London,way,530700210,,3.0,building=retail,https://www.openstreetmap.org/way/530700210
Retail: Department store,England SE and Central S,London,way,530700214,,3.0,building=retail,https://www.openstreetmap.org/way/530700214
Retail: Department store,England SE and Central S,London,way,530700217,,3.0,building=retail,https://www.openstreetmap.org/way/530700217
Retail: Department store,England SE and Central S,London,way,530700228,,3.0,building=retail,https://www.openstreetmap.org/way/530700228
Retail: Department store,England SE and Central S,London,way,532074738,,3.0,building=retail,https://www.openstreetmap.org/way/532074738
Retail: Department store,England SE and Central S,London,way,532074739,,3.0,building=retail,https://www.openstreetmap.org/way/532074739
Retail: Department store,England SE and Central S,London,way,532074742,,3.0,building=retail,https://www.openstreetmap.org/way/532074742
Retail: Department store,England SE and Central S,London,way,535799224,,3.0,building=retail,https://www.openstreetmap.org/way/535799224
Retail: Department store,England SE and Central S,London,way,535799340,Linley,3.0,building=retail; shop=furniture,https://www.openstreetmap.org/way/535799340
Retail: Department store,England SE and Central S,London,way,536351958,Turn,3.0,building=retail; shop=gift,https://www.openstreetmap.org/way/536351958
Retail: Department store,England SE and Central S,London,way,536718825,The Pilot Store,3.0,building=retail; shop=pilot,https://www.openstreetmap.org/way/536718825
Retail: Department store,England SE and Central S,London,way,536917660,,3.0,building=retail,https://www.openstreetmap.org/way/536917660
Retail: Department store,England SE and Central S,London,way,549557520,,3.0,building=retail,https://www.openstreetmap.org/way/549557520
Retail: Department store,England SE and Central S,London,way,549557526,,3.0,building=retail,https://www.openstreetmap.org/way/549557526
Retail: Department store,England SE and Central S,London,way,549557528,,3.0,building=retail,https://www.openstreetmap.org/way/549557528
Retail: Department store,England SE and Central S,London,way,549557529,,3.0,building=retail,https://www.openstreetmap.org/way/549557529
Retail: Department store,England SE and Central S,London,way,549557531,,3.0,building=retail,https://www.openstreetmap.org/way/549557531
Retail: Department store,England SE and Central S,London,way,549557532,,3.0,building=retail,https://www.openstreetmap.org/way/549557532
Retail: Department store,England SE and Central S,London,way,549627690,Lloyds Bank,3.0,building=retail; amenity=bank,https://www.openstreetmap.org/way/549627690
Retail: Department store,England SE and Central S,London,way,553138189,The Wells Tavern,3.0,building=retail; amenity=pub,https://www.openstreetmap.org/way/553138189
Retail: Department store,England SE and Central S,London,way,560417483,Takari,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/560417483
Retail: Department store,England SE and Central S,London,way,561977183,Whitton Café,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/561977183
Retail: Department store,England SE and Central S,London,way,562608030,H.J.Aris Café and Antiques,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/562608030
Retail: Department store,England SE and Central S,London,way,568582147,Nightingale Chancellors,3.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/568582147
Retail: Department store,England SE and Central S,London,way,568582148,Dragon Inn,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/568582148
Retail: Department store,England SE and Central S,London,way,568582150,Sheen Road Chiropractic,3.0,building=retail; healthcare=alternative,https://www.openstreetmap.org/way/568582150
Retail: Department store,England SE and Central S,London,way,568582151,Springfield Pharmacy,3.0,building=retail; amenity=pharmacy; healthcare=pharmacy,https://www.openstreetmap.org/way/568582151
Retail: Department store,England SE and Central S,London,way,568582152,Bamboo Noodle Bar,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/568582152
Retail: Department store,England SE and Central S,London,way,568582153,bicycle,3.0,building=retail; shop=bicycle,https://www.openstreetmap.org/way/568582153
Retail: Department store,England SE and Central S,London,way,568582155,Venwood Hair and Beauty,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/568582155
Retail: Department store,England SE and Central S,London,way,568582156,Rugmart,3.0,building=retail; shop=carpet,https://www.openstreetmap.org/way/568582156
Retail: Department store,England SE and Central S,London,way,568582157,Pop Inn,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/568582157
Retail: Department store,England SE and Central S,London,way,568582158,Indesign Bathrooms,3.0,building=retail; shop=bathroom_furnishing,https://www.openstreetmap.org/way/568582158
Retail: Department store,England SE and Central S,London,way,570462656,,3.0,building=retail,https://www.openstreetmap.org/way/570462656
Retail: Department store,England SE and Central S,London,way,571479620,,3.0,building=retail,https://www.openstreetmap.org/way/571479620
Retail: Department store,England SE and Central S,London,way,571479621,,3.0,building=retail,https://www.openstreetmap.org/way/571479621
Retail: Department store,England SE and Central S,London,way,571479622,,3.0,building=retail,https://www.openstreetmap.org/way/571479622
Retail: Department store,England SE and Central S,London,way,571479623,,3.0,building=retail,https://www.openstreetmap.org/way/571479623
Retail: Department store,England SE and Central S,London,way,574526404,Barnes Pharmacy,3.0,building=retail; amenity=pharmacy; healthcare=pharmacy,https://www.openstreetmap.org/way/574526404
Retail: Department store,England SE and Central S,London,way,584271112,,3.0,building=retail,https://www.openstreetmap.org/way/584271112
Retail: Department store,England SE and Central S,London,way,585940467,Fé Hair & Beauty,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/585940467
Retail: Department store,England SE and Central S,London,way,585940468,Active Cycles,3.0,building=retail; shop=bicycle,https://www.openstreetmap.org/way/585940468
Retail: Department store,England SE and Central S,London,way,585940469,Richmond Local,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/585940469
Retail: Department store,England SE and Central S,London,way,585940470,Heisenberg Breakfast Company,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/585940470
Retail: Department store,England SE and Central S,London,way,585940471,Richmond Pharmacy,3.0,building=retail; amenity=pharmacy; healthcare=pharmacy,https://www.openstreetmap.org/way/585940471
Retail: Department store,England SE and Central S,London,way,585940473,V.I.P. Dry Cleaners,3.0,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/585940473
Retail: Department store,England SE and Central S,London,way,585940474,J.s Food & Wine,3.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/585940474
Retail: Department store,England SE and Central S,London,way,585940475,,3.0,building=retail,https://www.openstreetmap.org/way/585940475
Retail: Department store,England SE and Central S,London,way,585940476,Bros Hair Studio,3.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/585940476
Retail: Department store,England SE and Central S,London,way,585940477,Storemont Alliance,3.0,building=retail; shop=doityourself,https://www.openstreetmap.org/way/585940477
Retail: Department store,England SE and Central S,London,way,585988929,City East Property Services,3.0,building=retail,https://www.openstreetmap.org/way/585988929
Retail: Department store,England SE and Central S,London,way,585988930,,3.0,building=retail,https://www.openstreetmap.org/way/585988930
Retail: Department store,England SE and Central S,London,way,585988934,Proud Active,3.0,building=retail,https://www.openstreetmap.org/way/585988934
Retail: Department store,England SE and Central S,London,way,586085693,IOR,3.0,building=retail; shop=furniture,https://www.openstreetmap.org/way/586085693
Retail: Department store,England SE and Central S,London,way,586085694,Rangroot,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085694
Retail: Department store,England SE and Central S,London,way,586085696,Caffè Mamma,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085696
Retail: Department store,England SE and Central S,London,way,586085698,Rock & Rose,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085698
Retail: Department store,England SE and Central S,London,way,586085700,Four Regions,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085700
Retail: Department store,England SE and Central S,London,way,586085701,Alex Dry Cleaners,3.0,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/586085701
Retail: Department store,England SE and Central S,London,way,586085702,Treviso Vinoteca,3.0,building=retail; amenity=bar,https://www.openstreetmap.org/way/586085702
Retail: Department store,England SE and Central S,London,way,586085703,Treviso,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085703
Retail: Department store,England SE and Central S,London,way,586085705,Quinn Nails & Beauty,3.0,building=retail; shop=beauty,https://www.openstreetmap.org/way/586085705
Retail: Department store,England SE and Central S,London,way,586085706,Roland Goslett,3.0,building=retail; shop=art,https://www.openstreetmap.org/way/586085706
Retail: Department store,England SE and Central S,London,way,586085707,Bella Interiors,3.0,building=retail; shop=furniture,https://www.openstreetmap.org/way/586085707
Retail: Department store,England SE and Central S,London,way,586085708,Original Bathrooms,3.0,building=retail; shop=bathroom_furnishing,https://www.openstreetmap.org/way/586085708
Retail: Department store,England SE and Central S,London,way,586085712,Caffe Torelli,3.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/586085712
Retail: Department store,England SE and Central S,London,way,586085713,Michael Jones Architects,3.0,building=retail; office=architect,https://www.openstreetmap.org/way/586085713
Retail: Department store,England SE and Central S,London,way,586085715,,3.0,building=retail,https://www.openstreetmap.org/way/586085715
Retail: Department store,England SE and Central S,London,way,586085726,The Richmond Club,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085726
Retail: Department store,England SE and Central S,London,way,586085728,Cafe Masala,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085728
Retail: Department store,England SE and Central S,London,way,586085729,Natura & Health,3.0,building=retail; healthcare=alternative,https://www.openstreetmap.org/way/586085729
Retail: Department store,England SE and Central S,London,way,586085730,Mignonette,3.0,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/586085730
Retail: Department store,England SE and Central S,London,way,586085731,Thai Therapy @ Kew,3.0,building=retail; shop=massage,https://www.openstreetmap.org/way/586085731
